ID,X,Y,R,G,B
6072,71,60,102,69,39
6073,72,60,89,58,35
6074,73,60,92,61,36
6075,74,60,84,52,34
6076,75,60,59,35,34
6077,76,60,38,25,37
6078,77,60,26,18,36
6079,78,60,22,16,34
6080,79,60,29,22,41
6081,80,60,29,22,39
6082,81,60,29,22,42
6083,82,60,30,25,43
6084,83,60,29,25,42
6085,84,60,29,27,42
6086,85,60,49,38,48
6087,86,60,59,43,47
6088,87,60,59,42,48
6089,88,60,51,39,51
6090,89,60,51,40,54
6091,90,60,54,42,57
6092,91,60,66,47,55
6093,92,60,104,70,56
6094,93,60,107,72,55
6095,94,60,109,76,59
6096,95,60,100,72,60
6097,96,60,77,56,61
6098,97,60,76,60,70
6099,98,60,81,67,78
6100,99,60,79,64,71
6101,0,61,82,63,68
6102,1,61,77,55,58
6103,2,61,82,56,54
6104,3,61,103,74,55
6105,4,61,136,102,61
6106,5,61,139,105,58
6107,6,61,144,110,62
6108,7,61,144,108,58
6109,8,61,150,113,60
6110,9,61,150,110,59
6111,10,61,153,113,59
6112,11,61,157,116,59
6113,12,61,158,117,59
6114,13,61,154,112,55
6115,14,61,157,113,54
6116,15,61,118,83,52
6117,16,61,60,41,47
6118,17,61,52,36,47
6119,18,61,53,38,47
6120,19,61,47,36,47
6121,20,61,44,34,48
6122,21,61,50,40,54
6123,22,61,48,38,52
6124,23,61,52,38,52
6125,24,61,47,35,48
6126,25,61,47,38,50
6127,26,61,48,39,50
6128,27,61,50,40,50
6129,28,61,54,39,47
6130,29,61,47,32,42
6131,30,61,52,38,41
6132,31,61,49,36,40
6133,32,61,50,36,39
6134,33,61,60,43,39
6135,34,61,52,36,38
6136,35,61,45,29,40
6137,36,61,46,32,38
6138,37,61,60,45,42
6139,38,61,56,41,39
6140,39,61,65,48,41
6141,40,61,64,46,40
6142,41,61,57,39,37
6143,42,61,57,39,39
6144,43,61,58,39,37
6145,44,61,73,54,41
6146,45,61,78,58,41
6147,46,61,81,59,38
6148,47,61,80,60,40
6149,48,61,69,51,39
6150,49,61,60,44,38
6151,50,61,57,42,39
6152,51,61,53,38,37
6153,52,61,49,37,36
6154,53,61,40,29,36
6155,54,61,27,19,34
6156,55,61,28,21,35
6157,56,61,33,25,37
6158,57,61,33,24,36
6159,58,61,33,25,34
6160,59,61,28,21,35
6161,60,61,30,23,35
6162,61,61,36,30,38
6163,62,61,30,25,35
6164,63,61,32,29,39
6165,64,61,39,34,40
6166,65,61,50,39,41
6167,66,61,65,46,38
6168,67,61,72,49,36
6169,68,61,77,50,39
6170,69,61,73,46,38
6171,70,61,93,62,38
6172,71,61,98,66,37
6173,72,61,80,51,35
6174,73,61,67,42,34
6175,74,61,43,25,30
6176,75,61,27,16,32
6177,76,61,26,18,34
6178,77,61,25,16,33
6179,78,61,25,17,34
6180,79,61,28,21,38
6181,80,61,28,21,39
6182,81,61,29,22,40
6183,82,61,29,25,43
6184,83,61,30,27,44
6185,84,61,29,27,44
6186,85,61,44,36,49
6187,86,61,64,44,47
6188,87,61,64,45,50
6189,88,61,55,41,52
6190,89,61,50,39,52
6191,90,61,54,42,56
6192,91,61,57,44,57
6193,92,61,93,65,57
6194,93,61,111,74,53
6195,94,61,114,79,55
6196,95,61,126,88,58
6197,96,61,116,80,59
6198,97,61,96,69,64
6199,98,61,92,71,70
6200,99,61,100,70,64
6201,0,62,114,85,75
6202,1,62,108,77,62
6203,2,62,117,81,56
6204,3,62,127,91,55
6205,4,62,130,93,56
6206,5,62,124,87,53
6207,6,62,132,97,59
6208,7,62,133,99,59
6209,8,62,134,100,59
6210,9,62,134,97,58
6211,10,62,137,100,57
6212,11,62,146,109,56
6213,12,62,144,104,56
6214,13,62,135,94,53
6215,14,62,125,87,53
6216,15,62,69,47,48
6217,16,62,52,38,48
6218,17,62,55,41,48
6219,18,62,53,42,51
6220,19,62,53,42,53
6221,20,62,55,44,55
6222,21,62,55,42,53
6223,22,62,53,38,48
6224,23,62,52,39,52
6225,24,62,51,38,50
6226,25,62,47,36,49
6227,26,62,42,36,51
6228,27,62,44,36,49
6229,28,62,56,40,48
6230,29,62,50,35,43
6231,30,62,46,34,41
6232,31,62,43,30,38
6233,32,62,49,35,39
6234,33,62,56,39,39
6235,34,62,54,37,40
6236,35,62,43,28,39
6237,36,62,48,35,40
6238,37,62,57,42,42
6239,38,62,55,39,39
6240,39,62,61,44,40
6241,40,62,58,41,40
6242,41,62,53,35,37
6243,42,62,56,37,39
6244,43,62,65,47,40
6245,44,62,73,54,43
6246,45,62,74,55,40
6247,46,62,77,57,40
6248,47,62,64,45,38
6249,48,62,58,41,36
6250,49,62,58,43,37
6251,50,62,58,44,40
6252,51,62,55,41,38
6253,52,62,42,30,37
6254,53,62,31,23,38
6255,54,62,29,21,36
6256,55,62,30,21,38
6257,56,62,30,21,35
6258,57,62,32,24,35
6259,58,62,27,20,34
6260,59,62,27,21,35
6261,60,62,34,27,37
6262,61,62,29,26,36
6263,62,62,28,24,36
6264,63,62,31,26,37
6265,64,62,46,38,39
6266,65,62,56,43,39
6267,66,62,66,47,36
6268,67,62,82,53,37
6269,68,62,69,43,34
6270,69,62,69,43,35
6271,70,62,76,49,37
6272,71,62,66,44,35
6273,72,62,56,37,35
6274,73,62,31,21,32
6275,74,62,24,15,31
6276,75,62,30,18,32
6277,76,62,34,20,33
6278,77,62,31,19,33
6279,78,62,28,15,33
6280,79,62,29,19,37
6281,80,62,30,22,41
6282,81,62,31,24,44
6283,82,62,29,26,43
6284,83,62,30,27,44
6285,84,62,32,29,48
6286,85,62,38,34,49
6287,86,62,60,44,51
6288,87,62,64,44,50
6289,88,62,61,46,55
6290,89,62,54,43,57
6291,90,62,56,44,59
6292,91,62,56,42,57
6293,92,62,72,50,56
6294,93,62,112,74,58
6295,94,62,114,76,55
6296,95,62,114,76,56
6297,96,62,122,83,55
6298,97,62,122,84,58
6299,98,62,116,81,62
6300,99,62,113,76,58
6301,0,63,98,82,83
6302,1,63,82,62,64
6303,2,63,80,58,57
6304,3,63,77,53,54
6305,4,63,82,57,54
6306,5,63,81,57,52
6307,6,63,86,64,55
6308,7,63,92,70,56
6309,8,63,96,72,56
6310,9,63,99,74,54
6311,10,63,98,73,54
6312,11,63,100,73,53
6313,12,63,99,73,55
6314,13,63,79,56,50
6315,14,63,64,45,51
6316,15,63,49,37,48
6317,16,63,52,39,49
6318,17,63,45,33,47
6319,18,63,49,38,51
6320,19,63,60,45,52
6321,20,63,62,45,50
6322,21,63,70,50,50
6323,22,63,65,45,48
6324,23,63,59,41,49
6325,24,63,52,37,46
6326,25,63,46,34,46
6327,26,63,40,31,49
6328,27,63,42,32,48
6329,28,63,49,37,49
6330,29,63,49,35,45
6331,30,63,44,33,41
6332,31,63,41,28,40
6333,32,63,48,33,42
6334,33,63,53,37,40
6335,34,63,54,38,40
6336,35,63,42,27,39
6337,36,63,43,30,40
6338,37,63,52,37,42
6339,38,63,53,37,41
6340,39,63,57,42,41
6341,40,63,52,37,40
6342,41,63,54,39,41
6343,42,63,62,45,42
6344,43,63,68,50,42
6345,44,63,66,47,38
6346,45,63,70,50,40
6347,46,63,68,48,41
6348,47,63,64,46,40
6349,48,63,61,44,38
6350,49,63,59,44,40
6351,50,63,59,45,41
6352,51,63,49,37,39
6353,52,63,32,24,39
6354,53,63,30,23,38
6355,54,63,32,23,37
6356,55,63,28,20,36
6357,56,63,28,21,35
6358,57,63,28,21,33
6359,58,63,25,21,33
6360,59,63,30,25,36
6361,60,63,30,24,37
6362,61,63,26,23,36
6363,62,63,28,25,37
6364,63,63,30,26,36
6365,64,63,45,36,39
6366,65,63,51,37,36
6367,66,63,62,43,35
6368,67,63,57,37,33
6369,68,63,53,33,33
6370,69,63,51,31,36
6371,70,63,45,29,36
6372,71,63,39,24,34
6373,72,63,32,22,35
6374,73,63,27,18,33
6375,74,63,25,13,30
6376,75,63,39,20,31
6377,76,63,39,21,33
6378,77,63,28,17,34
6379,78,63,32,17,35
6380,79,63,33,18,35
6381,80,63,32,22,39
6382,81,63,30,24,42
6383,82,63,30,27,44
6384,83,63,30,27,45
6385,84,63,31,29,48
6386,85,63,39,35,51
6387,86,63,46,38,51
6388,87,63,51,40,51
6389,88,63,47,38,51
6390,89,63,45,38,53
6391,90,63,47,40,55
6392,91,63,46,39,55
6393,92,63,49,41,58
6394,93,63,66,51,62
6395,94,63,73,53,60
6396,95,63,66,50,59
6397,96,63,68,50,58
6398,97,63,74,56,61
6399,98,63,80,61,66
6400,99,63,75,56,60
6401,0,64,85,76,82
6402,1,64,72,58,65
6403,2,64,71,53,56
6404,3,64,72,52,54
6405,4,64,75,55,53
6406,5,64,80,58,52
6407,6,64,82,62,54
6408,7,64,89,67,55
6409,8,64,95,71,54
6410,9,64,90,67,51
6411,10,64,86,63,49
6412,11,64,76,55,48
6413,12,64,65,47,49
6414,13,64,53,37,48
6415,14,64,51,38,49
6416,15,64,49,36,46
6417,16,64,46,35,49
6418,17,64,44,32,48
6419,18,64,50,36,50
6420,19,64,60,45,49
6421,20,64,64,44,45
6422,21,64,69,47,47
6423,22,64,70,48,46
6424,23,64,65,44,46
6425,24,64,58,39,45
6426,25,64,53,37,45
6427,26,64,48,35,46
6428,27,64,45,35,48
6429,28,64,46,34,47
6430,29,64,44,31,42
6431,30,64,42,32,42
6432,31,64,40,29,42
6433,32,64,42,30,41
6434,33,64,43,30,39
6435,34,64,47,35,40
6436,35,64,38,26,39
6437,36,64,43,31,40
6438,37,64,47,33,42
6439,38,64,48,34,41
6440,39,64,50,37,39
6441,40,64,47,34,38
6442,41,64,57,43,40
6443,42,64,65,49,42
6444,43,64,62,43,39
6445,44,64,69,51,42
6446,45,64,70,49,41
6447,46,64,64,44,38
6448,47,64,62,45,39
6449,48,64,59,43,39
6450,49,64,56,42,40
6451,50,64,47,35,39
6452,51,64,36,28,38
6453,52,64,33,26,41
6454,53,64,33,25,39
6455,54,64,33,24,37
6456,55,64,29,22,35
6457,56,64,29,21,34
6458,57,64,26,21,33
6459,58,64,28,22,34
6460,59,64,28,24,35
6461,60,64,21,19,34
6462,61,64,23,21,34
6463,62,64,24,22,35
6464,63,64,29,26,37
6465,64,64,39,30,36
6466,65,64,54,40,36
6467,66,64,50,35,33
6468,67,64,45,29,31
6469,68,64,47,29,33
6470,69,64,34,21,34
6471,70,64,26,17,33
6472,71,64,26,18,34
6473,72,64,25,17,34
6474,73,64,23,13,30
6475,74,64,29,16,32
6476,75,64,39,20,31
6477,76,64,39,22,33
6478,77,64,31,18,34
6479,78,64,34,18,34
6480,79,64,34,16,33
6481,80,64,32,21,37
6482,81,64,29,22,40
6483,82,64,28,25,41
6484,83,64,30,28,46
6485,84,64,31,28,46
6486,85,64,38,34,48
6487,86,64,42,36,48
6488,87,64,40,35,48
6489,88,64,38,34,49
6490,89,64,40,34,50
6491,90,64,43,36,52
6492,91,64,44,37,53
6493,92,64,45,38,54
6494,93,64,51,44,60
6495,94,64,58,47,60
6496,95,64,59,46,58
6497,96,64,62,47,57
6498,97,64,71,55,62
6499,98,64,77,59,65
6500,99,64,75,57,62
6501,0,65,95,80,78
6502,1,65,83,63,64
6503,2,65,80,60,56
6504,3,65,83,63,56
6505,4,65,85,62,56
6506,5,65,86,63,52
6507,6,65,85,63,52
6508,7,65,91,70,54
6509,8,65,94,73,56
6510,9,65,84,62,50
6511,10,65,74,55,49
6512,11,65,64,46,50
6513,12,65,56,36,47
6514,13,65,52,36,46
6515,14,65,55,40,47
6516,15,65,54,40,50
6517,16,65,50,40,52
6518,17,65,52,41,52
6519,18,65,58,42,50
6520,19,65,65,45,46
6521,20,65,71,49,44
6522,21,65,76,52,49
6523,22,65,75,52,48
6524,23,65,76,53,47
6525,24,65,67,46,46
6526,25,65,58,39,45
6527,26,65,53,36,45
6528,27,65,48,35,43
6529,28,65,48,32,42
6530,29,65,47,30,40
6531,30,65,32,21,37
6532,31,65,36,25,40
6533,32,65,35,24,39
6534,33,65,35,24,37
6535,34,65,39,27,38
6536,35,65,38,27,39
6537,36,65,45,33,42
6538,37,65,42,29,40
6539,38,65,47,35,40
6540,39,65,45,32,40
6541,40,65,44,32,37
6542,41,65,61,45,41
6543,42,65,61,42,39
6544,43,65,61,42,38
6545,44,65,68,49,41
6546,45,65,63,42,38
6547,46,65,66,45,38
6548,47,65,66,47,38
6549,48,65,53,39,39
6550,49,65,41,29,37
6551,50,65,37,27,37
6552,51,65,33,26,38
6553,52,65,34,26,38
6554,53,65,32,24,38
6555,54,65,33,23,37
6556,55,65,34,24,35
6557,56,65,32,23,36
6558,57,65,24,21,34
6559,58,65,23,19,32
6560,59,65,24,21,35
6561,60,65,19,17,34
6562,61,65,21,19,34
6563,62,65,27,24,35
6564,63,65,29,25,34
6565,64,65,37,29,34
6566,65,65,52,39,34
6567,66,65,48,33,31
6568,67,65,31,19,30
6569,68,65,23,16,31
6570,69,65,25,18,33
6571,70,65,24,16,32
6572,71,65,28,21,37
6573,72,65,27,16,33
6574,73,65,32,17,32
6575,74,65,39,19,32
6576,75,65,37,17,30
6577,76,65,35,18,32
6578,77,65,33,17,32
6579,78,65,30,15,33
6580,79,65,30,16,33
6581,80,65,34,20,35
6582,81,65,32,23,40
6583,82,65,28,23,40
6584,83,65,30,27,46
6585,84,65,30,28,46
6586,85,65,39,34,49
6587,86,65,44,33,46
6588,87,65,47,36,49
6589,88,65,42,34,50
6590,89,65,44,37,52
6591,90,65,45,39,53
6592,91,65,43,37,52
6593,92,65,46,39,55
6594,93,65,53,44,59
6595,94,65,62,47,59
6596,95,65,67,47,54
6597,96,65,72,49,55
6598,97,65,80,57,62
6599,98,65,83,61,63
6600,99,65,83,59,62
6601,0,66,100,81,79
6602,1,66,82,60,61
6603,2,66,80,56,54
6604,3,66,82,59,54
6605,4,66,81,60,55
6606,5,66,82,60,52
6607,6,66,83,63,53
6608,7,66,80,63,53
6609,8,66,67,51,51
6610,9,66,58,42,50
6611,10,66,53,38,51
6612,11,66,55,39,50
6613,12,66,58,42,50
6614,13,66,61,49,56
6615,14,66,58,47,55
6616,15,66,51,41,49
6617,16,66,56,46,55
6618,17,66,60,48,55
6619,18,66,66,48,51
6620,19,66,70,48,48
6621,20,66,76,52,48
6622,21,66,80,56,49
6623,22,66,80,56,47
6624,23,66,75,51,44
6625,24,66,70,47,43
6626,25,66,62,40,41
6627,26,66,54,34,40
6628,27,66,49,30,39
6629,28,66,47,28,38
6630,29,66,45,28,39
6631,30,66,30,18,35
6632,31,66,34,22,37
6633,32,66,35,22,38
6634,33,66,33,21,38
6635,34,66,38,26,40
6636,35,66,40,29,40
6637,36,66,47,36,42
6638,37,66,45,33,42
6639,38,66,43,31,40
6640,39,66,44,30,39
6641,40,66,48,34,40
6642,41,66,56,40,41
6643,42,66,60,41,40
6644,43,66,68,50,44
6645,44,66,68,48,39
6646,45,66,66,46,39
6647,46,66,63,45,38
6648,47,66,51,36,37
6649,48,66,40,27,36
6650,49,66,36,25,39
6651,50,66,33,23,37
6652,51,66,33,25,38
6653,52,66,33,25,38
6654,53,66,34,26,37
6655,54,66,36,26,37
6656,55,66,31,24,35
6657,56,66,30,23,36
6658,57,66,24,20,35
6659,58,66,23,19,35
6660,59,66,24,21,36
6661,60,66,23,19,35
6662,61,66,23,20,34
6663,62,66,27,23,35
6664,63,66,23,20,33
6665,64,66,37,30,34
6666,65,66,42,31,32
6667,66,66,28,19,31
6668,67,66,16,13,32
6669,68,66,16,13,33
6670,69,66,20,15,33
6671,70,66,21,14,33
6672,71,66,26,18,35
6673,72,66,32,19,36
6674,73,66,35,18,32
6675,74,66,38,20,30
6676,75,66,34,17,31
6677,76,66,30,15,31
6678,77,66,30,17,33
6679,78,66,30,16,34
6680,79,66,27,15,32
6681,80,66,28,16,31
6682,81,66,30,21,36
6683,82,66,26,19,36
6684,83,66,27,24,44
6685,84,66,32,29,48
6686,85,66,42,34,49
6687,86,66,44,34,47
6688,87,66,47,36,49
6689,88,66,42,34,48
6690,89,66,43,36,51
6691,90,66,47,40,55
6692,91,66,46,39,55
6693,92,66,46,39,55
6694,93,66,50,43,58
6695,94,66,60,47,58
6696,95,66,69,49,57
6697,96,66,77,53,58
6698,97,66,85,60,61
6699,98,66,90,64,62
6700,99,66,90,61,58
6701,0,67,89,74,75
6702,1,67,80,57,55
6703,2,67,80,56,53
6704,3,67,78,56,53
6705,4,67,74,54,51
6706,5,67,80,59,51
6707,6,67,79,59,54
6708,7,67,54,39,49
6709,8,67,53,39,50
6710,9,67,54,39,50
6711,10,67,49,36,49
6712,11,67,57,47,58
6713,12,67,60,46,53
6714,13,67,62,48,53
6715,14,67,60,43,49
6716,15,67,65,43,44
6717,16,67,67,44,45
6718,17,67,74,51,48
6719,18,67,75,50,48
6720,19,67,74,49,48
6721,20,67,80,53,47
6722,21,67,82,56,45
6723,22,67,81,55,44
6724,23,67,80,54,44
6725,24,67,63,39,40
6726,25,67,62,38,37
6727,26,67,59,35,35
6728,27,67,54,32,36
6729,28,67,47,27,36
6730,29,67,43,29,37
6731,30,67,34,22,37
6732,31,67,33,21,38
6733,32,67,38,24,38
6734,33,67,39,24,38
6735,34,67,36,24,39
6736,35,67,37,25,38
6737,36,67,42,31,39
6738,37,67,42,30,39
6739,38,67,37,26,39
6740,39,67,46,30,39
6741,40,67,51,35,41
6742,41,67,53,37,39
6743,42,67,69,51,43
6744,43,67,73,55,44
6745,44,67,68,51,41
6746,45,67,56,38,38
6747,46,67,49,33,39
6748,47,67,43,29,38
6749,48,67,39,27,37
6750,49,67,34,23,37
6751,50,67,32,21,36
6752,51,67,34,23,37
6753,52,67,32,25,37
6754,53,67,35,27,38
6755,54,67,35,25,37
6756,55,67,29,22,35
6757,56,67,29,23,36
6758,57,67,27,21,36
6759,58,67,23,19,37
6760,59,67,24,21,36
6761,60,67,21,18,34
6762,61,67,25,22,35
6763,62,67,25,21,34
6764,63,67,27,23,34
6765,64,67,30,25,32
6766,65,67,26,20,31
6767,66,67,16,13,33
6768,67,67,11,12,33
6769,68,67,12,11,31
6770,69,67,16,11,30
6771,70,67,22,13,33
6772,71,67,31,17,32
6773,72,67,42,22,33
6774,73,67,39,19,32
6775,74,67,38,18,30
6776,75,67,33,16,30
6777,76,67,24,12,30
6778,77,67,24,15,32
6779,78,67,25,15,33
6780,79,67,23,15,33
6781,80,67,26,15,31
6782,81,67,32,17,32
6783,82,67,30,18,33
6784,83,67,26,24,42
6785,84,67,31,26,45
6786,85,67,47,36,47
6787,86,67,44,37,50
6788,87,67,44,39,54
6789,88,67,41,37,51
6790,89,67,38,34,49
6791,90,67,43,37,53
6792,91,67,46,39,55
6793,92,67,49,40,56
6794,93,67,52,44,59
6795,94,67,61,49,61
6796,95,67,73,54,61
6797,96,67,77,55,62
6798,97,67,82,59,62
6799,98,67,85,61,62
6800,99,67,81,59,59
6801,0,68,89,70,70
6802,1,68,90,64,56
6803,2,68,86,60,53
6804,3,68,81,58,52
6805,4,68,72,51,49
6806,5,68,71,52,49
6807,6,68,56,43,52
6808,7,68,58,43,52
6809,8,68,56,39,49
6810,9,68,50,40,53
6811,10,68,54,43,51
6812,11,68,58,44,49
6813,12,68,63,43,49
6814,13,68,60,36,44
6815,14,68,68,42,45
6816,15,68,79,48,41
6817,16,68,70,41,42
6818,17,68,65,42,47
6819,18,68,59,37,44
6820,19,68,58,36,44
6821,20,68,59,37,44
6822,21,68,58,36,41
6823,22,68,60,35,40
6824,23,68,63,38,39
6825,24,68,63,39,41
6826,25,68,57,36,38
6827,26,68,60,38,38
6828,27,68,55,33,36
6829,28,68,52,30,37
6830,29,68,38,22,35
6831,30,68,35,22,37
6832,31,68,33,20,38
6833,32,68,42,24,37
6834,33,68,48,30,41
6835,34,68,37,24,39
6836,35,68,36,24,40
6837,36,68,36,24,38
6838,37,68,34,21,35
6839,38,68,38,25,37
6840,39,68,46,31,41
6841,40,68,52,36,40
6842,41,68,65,47,40
6843,42,68,70,53,42
6844,43,68,64,48,41
6845,44,68,53,37,38
6846,45,68,45,30,39
6847,46,68,43,27,39
6848,47,68,41,27,39
6849,48,68,35,23,36
6850,49,68,33,22,36
6851,50,68,31,20,35
6852,51,68,33,22,36
6853,52,68,33,26,38
6854,53,68,37,27,38
6855,54,68,33,23,36
6856,55,68,29,23,36
6857,56,68,29,23,38
6858,57,68,30,24,37
6859,58,68,26,22,39
6860,59,68,22,19,36
6861,60,68,21,18,35
6862,61,68,26,24,37
6863,62,68,26,22,35
6864,63,68,35,29,39
6865,64,68,25,21,33
6866,65,68,19,17,31
6867,66,68,12,11,32
6868,67,68,13,12,32
6869,68,68,16,12,30
6870,69,68,21,12,30
6871,70,68,27,14,30
6872,71,68,37,19,32
6873,72,68,42,21,33
6874,73,68,44,20,30
6875,74,68,44,20,31
6876,75,68,37,17,29
6877,76,68,42,18,29
6878,77,68,40,19,31
6879,78,68,37,21,33
6880,79,68,30,19,33
6881,80,68,22,14,31
6882,81,68,30,17,34
6883,82,68,31,17,33
6884,83,68,28,23,41
6885,84,68,29,26,44
6886,85,68,39,32,46
6887,86,68,46,37,49
6888,87,68,44,36,51
6889,88,68,40,33,48
6890,89,68,39,32,48
6891,90,68,42,36,50
6892,91,68,45,38,53
6893,92,68,47,37,54
6894,93,68,53,44,58
6895,94,68,61,47,59
6896,95,68,78,56,60
6897,96,68,88,62,62
6898,97,68,81,58,61
6899,98,68,89,64,65
6900,99,68,95,69,66
6901,0,69,98,76,70
6902,1,69,93,65,55
6903,2,69,88,59,52
6904,3,69,79,51,48
6905,4,69,75,50,48
6906,5,69,53,37,49
6907,6,69,61,44,52
6908,7,69,58,41,50
6909,8,69,54,40,51
6910,9,69,61,46,51
6911,10,69,59,43,48
6912,11,69,48,31,44
6913,12,69,51,31,44
6914,13,69,54,32,45
6915,14,69,53,33,47
6916,15,69,51,34,46
6917,16,69,44,28,44
6918,17,69,43,25,42
6919,18,69,43,26,40
6920,19,69,45,29,40
6921,20,69,52,36,43
6922,21,69,54,37,43
6923,22,69,46,30,41
6924,23,69,41,26,42
6925,24,69,41,27,42
6926,25,69,45,28,40
6927,26,69,51,32,39
6928,27,69,50,31,37
6929,28,69,49,28,38
6930,29,69,37,21,37
6931,30,69,31,18,37
6932,31,69,32,19,39
6933,32,69,40,23,40
6934,33,69,39,25,40
6935,34,69,36,24,41
6936,35,69,36,23,41
6937,36,69,35,22,39
6938,37,69,33,20,36
6939,38,69,43,29,39
6940,39,69,52,38,42
6941,40,69,61,44,41
6942,41,69,61,45,40
6943,42,69,54,39,39
6944,43,69,51,35,39
6945,44,69,51,34,41
6946,45,69,44,29,39
6947,46,69,46,30,41
6948,47,69,42,28,40
6949,48,69,34,22,37
6950,49,69,36,24,38
6951,50,69,33,21,38
6952,51,69,33,23,38
6953,52,69,32,23,38
6954,53,69,34,23,37
6955,54,69,30,22,36
6956,55,69,26,20,35
6957,56,69,29,22,38
6958,57,69,28,22,37
6959,58,69,25,21,37
6960,59,69,22,18,37
6961,60,69,21,18,36
6962,61,69,20,18,35
6963,62,69,28,24,36
6964,63,69,28,24,36
6965,64,69,21,19,34
6966,65,69,16,14,34
6967,66,69,15,14,35
6968,67,69,17,14,34
6969,68,69,20,13,32
6970,69,69,22,12,32
6971,70,69,31,15,33
6972,71,69,34,16,31
6973,72,69,37,18,33
6974,73,69,40,17,32
6975,74,69,42,19,31
6976,75,69,41,18,30
6977,76,69,49,21,28
6978,77,69,54,25,31
6979,78,69,44,22,31
6980,79,69,36,19,31
6981,80,69,28,15,32
6982,81,69,25,15,35
6983,82,69,25,15,33
6984,83,69,30,20,37
6985,84,69,29,24,42
6986,85,69,33,30,47
6987,86,69,33,29,47
6988,87,69,35,29,47
6989,88,69,37,29,47
6990,89,69,40,32,49
6991,90,69,42,35,51
6992,91,69,43,37,54
6993,92,69,45,40,57
6994,93,69,51,42,57
6995,94,69,56,43,58
6996,95,69,74,52,57
6997,96,69,93,65,62
6998,97,69,87,64,65
6999,98,69,92,66,65
7000,99,69,99,72,70
7001,0,70,105,81,69
7002,1,70,88,58,52
7003,2,70,78,50,50
7004,3,70,66,43,47
7005,4,70,54,36,47
7006,5,70,49,34,48
7007,6,70,56,40,52
7008,7,70,58,43,52
7009,8,70,67,47,53
7010,9,70,61,41,47
7011,10,70,49,34,48
7012,11,70,49,27,42
7013,12,70,60,33,41
7014,13,70,49,29,46
7015,14,70,65,41,47
7016,15,70,74,45,44
7017,16,70,66,35,38
7018,17,70,70,37,36
7019,18,70,76,42,36
7020,19,70,82,47,36
7021,20,70,84,51,36
7022,21,70,74,42,37
7023,22,70,62,34,37
7024,23,70,54,29,37
7025,24,70,45,26,40
7026,25,70,38,25,40
7027,26,70,53,34,42
7028,27,70,53,33,39
7029,28,70,43,26,37
7030,29,70,39,22,36
7031,30,70,32,19,38
7032,31,70,32,20,41
7033,32,70,34,21,40
7034,33,70,35,22,41
7035,34,70,33,20,40
7036,35,70,30,18,36
7037,36,70,33,19,37
7038,37,70,36,23,38
7039,38,70,45,31,39
7040,39,70,52,36,40
7041,40,70,50,35,39
7042,41,70,48,33,39
7043,42,70,49,34,40
7044,43,70,47,32,37
7045,44,70,48,32,38
7046,45,70,46,30,39
7047,46,70,42,28,41
7048,47,70,37,25,39
7049,48,70,35,22,38
7050,49,70,32,21,37
7051,50,70,31,20,36
7052,51,70,32,23,38
7053,52,70,26,20,34
7054,53,70,23,16,33
7055,54,70,27,20,36
7056,55,70,26,19,35
7057,56,70,28,21,37
7058,57,70,26,21,36
7059,58,70,21,18,34
7060,59,70,19,16,36
7061,60,70,17,15,34
7062,61,70,20,19,34
7063,62,70,22,19,34
7064,63,70,19,16,33
7065,64,70,18,16,32
7066,65,70,16,15,33
7067,66,70,15,13,35
7068,67,70,17,15,33
7069,68,70,19,14,33
7070,69,70,21,13,33
7071,70,70,27,14,32
7072,71,70,32,14,31
7073,72,70,37,17,31
7074,73,70,35,16,32
7075,74,70,33,15,30
7076,75,70,39,17,28
7077,76,70,47,22,29
7078,77,70,49,26,33
7079,78,70,42,21,32
7080,79,70,33,18,31
7081,80,70,27,15,31
7082,81,70,22,12,32
7083,82,70,22,13,33
7084,83,70,27,18,36
7085,84,70,33,23,40
7086,85,70,39,30,47
7087,86,70,33,26,44
7088,87,70,34,29,46
7089,88,70,36,29,47
7090,89,70,36,30,46
7091,90,70,40,33,48
7092,91,70,40,37,54
7093,92,70,43,39,56
7094,93,70,46,36,54
7095,94,70,51,39,56
7096,95,70,67,50,58
7097,96,70,94,64,60
7098,97,70,93,65,62
7099,98,70,92,66,66
7100,99,70,90,70,68
7101,0,71,105,80,70
7102,1,71,90,60,54
7103,2,71,73,48,50
7104,3,71,59,41,49
7105,4,71,44,31,47
7106,5,71,45,33,48
7107,6,71,49,37,51
7108,7,71,56,42,54
7109,8,71,57,38,50
7110,9,71,51,34,48
7111,10,71,47,31,46
7112,11,71,71,40,43
7113,12,71,69,38,41
7114,13,71,81,49,44
7115,14,71,100,59,42
7116,15,71,113,70,42
7117,16,71,120,72,40
7118,17,71,104,57,35
7119,18,71,85,44,33
7120,19,71,82,45,35
7121,20,71,92,53,36
7122,21,71,95,54,37
7123,22,71,107,64,38
7124,23,71,93,52,36
7125,24,71,68,35,36
7126,25,71,45,25,39
7127,26,71,37,24,41
7128,27,71,41,27,39
7129,28,71,47,29,38
7130,29,71,35,20,37
7131,30,71,30,19,37
7132,31,71,33,22,41
7133,32,71,34,22,42
7134,33,71,35,21,41
7135,34,71,37,21,39
7136,35,71,33,19,36
7137,36,71,37,24,36
7138,37,71,39,26,36
7139,38,71,39,26,38
7140,39,71,36,23,37
7141,40,71,44,29,39
7142,41,71,46,31,39
7143,42,71,45,30,39
7144,43,71,43,28,38
7145,44,71,42,27,36
7146,45,71,39,25,38
